Before,After,Value
1589561250.447546721,1589561250.537547112,70
1589561255.537653208,1589561255.633652449,60
1589561260.634634972,1589561260.734471321,90
1589561265.735413074,1589561265.838916540,100
1589561270.839735508,1589561270.942337751,60
1589561275.942697525,1589561276.042433977,10
1589561281.043359756,1589561281.142386198,90
1589561286.142398834,1589561286.238568783,30
1589561291.238844156,1589561291.333698511,100
1589561296.334314585,1589561296.437900782,80
